RAZAO;INFORMAL;RAMOATIVID;TIPOEMP;UNIDADE;TEL1;TELC2;FAX;NCHECKOUT;ENDEMP;BAIRROEMP;CEP;CIDADEEMP;UFEMP;Origem 
Voith Paper Maquinas Equipamentos S/A;VOITH;Industria Outros;Matriz;;11-3944-4000/4256;;11-3944-4000;0;R Friedrich Von Voith, 825;Jaragua;02995-000;Sao Paulo;SP;MKR
Cia Brasileira de Distribuicao;EXTRAELETRO BRAS;Varejo Outros;Filial;;292-8989;;;0;Av Rangel Pestana, 2145;Bras;03001-000;Sao Paulo;SP;MKR
Comercial Sao Sebastiao Ltda;SM GARCA;Varejo Alimenticio;Matriz;;11-3315-0793;;;0;R Fernandes Silva, 313A;Bras;03005010;Sao Paulo;SP;MKR
Hospital Geral de Sao Mateus;HG SAO MATEUS;Prestação Serviços Outros;Matriz;;11-6114-5204;;11-6141-5051;0;R Angela Decandia, 540;Sao Mateus;03005-800;Sao Paulo;SP;MKR
Cia Leco Produtos Alimenticios;LECO;Industria Alimentícia;Matriz;;11-6099-5500;;11-6099-5500;0;R Joaquim Carlos, 396;Belenzinho;03019-900;Sao Paulo;SP;MKR
Refrisa S/A;REFRISA;Varejo Outros;Filial;;11-6090-1700;;11-6693-2878;0;R Catumbi, 1350;Belenzinho;03021-000;Sao Paulo;SP;MKR
Nestle Brasil Ltda;NESTLE;Industria Alimentícia;Matriz;Belenzinho;11-6099-3700;;11-6099-3730;0;R Jequitinhonha, 100;Belenzinho;03021-040;Sao Paulo;SP;MKR
Prakolar;PRAKOLAR;Industria Outros;Matriz;;11-6291-6033;;11-6693-3586;0;R Manoel Ramos Paiva, 70;Belenzinho;03021-060;Sao Paulo;SP;MKR
Confeccoes Duas Bandeiras Ltda;METANOL;Varejo Outros;Matriz;;6692-1718;;;0;R Xavantes, 605;Bras;03027-000;Sao Paulo;SP;MKR
Cia Brasileira de Distribuicao;BARATEIRO - PARI;Varejo Alimenticio;Filial;0021;11-229-2278;;11-3311-0246;0;Pca Pde Bento, 132;Pari;03031-050;Sao Paulo;SP;MKR
Nestle Brasil Ltda;NESTLE;Industria Alimentícia;Filial;Pari;11-3315-6579;;11-3315-6570;0;R Alexandrino Pedroso, 247;Pari;03031-900;Sao Paulo;SP;MKR
Distribuidora Bentevi de Produtos Cosmeticos Ltda;DISTRIBUIDORA BENTEVI;Varejo Outros;Matriz;;3313-2229;;3315-0710;0;R Rio Vermelho, 13;Caninde;03034-110;Sao Paulo;SP;MKR
Supermercado Santo Marco Ltda;SM SANTO MARCO;Varejo Alimenticio;Matriz;;11-6692-4366;;;4;R Marques Abrantes, 502;Belenzinho;03060020;Sao Paulo;SP;MKR
Emporio S.S.P Ltda;EMPORIO S.S.P;Varejo Outros;Matriz;;11-6692-1315;;11-6692-1315;0;Rua Herval, 1258;Belenzinho;03062-000;Sao Paulo;SP;MKR
Papeis Duarte Ltda;DUART PRINT;Revenda PDV+;Matriz;;11-2294-5011;;11-2295-6074;0;R Andre Vidal, 25;Tatuape;03065-070;Sao Paulo;SP;MKR
A G B Industria e Comercio Ltda;A G B;Industria Outros;Matriz;;9314-2350;;;0;R Cel Carlos Oliva, 231;Tatuape;03067-010;Sao Paulo;SP;MKR
Souza Cruz S/A;SOUZA CRUZ;Industria Outros;Filial;Administrativa;11-6942-5000;;11-6942-5000;0;Av Cda Elisabeth de Robiano, 1880;Tatuape;03074-000;Sao Paulo;SP;MKR
Santos Flora;COM. DE ERVAS MEDICINAIS;Varejo Outros;Matriz;;11-6191-8787;;11-6191-6387;0;R Tuiuti, 720;Tatuape;03081-000;Sao Paulo;SP;MKR
Formula Alimentos Ltda;FORMULA ALIMENTOS;Varejo Alimenticio;Matriz;;11-6942-8863;;;0;R Sao Felipe, 398;Pq Sao Jorge;03085-010;Sao Paulo;SP;MKR
York S A Industria e Comercio;YORK;Industria Outros;Matriz;;6190-6215;;;0;R Sao Felipe, 737/787;Tatuape;03085-900;Sao Paulo;SP;MKR
C & C casa & Construcao Ltda;C & C;Varejo Outros;Filial;Radial Leste;11-6096-8411;;;0;Av Alcantara Machado, 2000;Mooca;03102-002;Sao Paulo;SP;MKR
Farmacia de Manipulacao Sinete Ltda.;DROGARIA SINETE;Varejo Outros;Matriz;;11-6291-9544;;11-291-9544;0;R da Mooca, 2287;Mooca;03103-003;Sao Paulo;SP;MKR
Unipac Embalagens Ltda;UNIPAC;Industria Outros;Matriz;;11-6165-1700;;11-274-9400;0;Av Henry Ford, 2380;Pq da Mooca;03109-001;Sao Paulo;SP;MKR
Sonda Supermercados Exp Imp Ltda;SONDA SUPERMERCADOS;Varejo Alimenticio;Filial;07;11-2132-0800;;;45;R Joao Padilha, 127;Pq da Mooca;03109-010;Sao Paulo;SP;MKR
Irmaos Di Cunto Ltda;IRMAOS DI CUNTO;Industria Alimentícia;Matriz;;11-6292-7522;;11-6292-4111;0;R Borges de Figueiredo, 61;Mooca;03110-010;Sao Paulo;SP;MKR
Bazar 13 Ltda;BAZAR 13;Varejo Alimenticio;Filial;Parque da Mooca;11-6692-6017;;11-6692-6017;4;Av Paes de Barros, 56;Pq da Mooca;03114-000;Sao Paulo;SP;MKR
Ogra Industria Grafica Ltda;OGRA;Industria Outros;Matriz;;6601-3300;;6601-3760;0;R Dias Leme, 538;Mooca;03118-040;Sao Paulo;SP;MKR
Horti-Fruti Conceica;CONCEICA;Varejo Alimenticio;Matriz;;11-6604-3133;;;0;R Celso de Azevedo Marques, 273;Mooca;03122-010;Sao Paulo;SP;MKR
Econ Distribuicao S/A;ECON SUPERMERCADOS;Varejo Alimenticio;Filial;;11-6168-8308;;;3;R Juventus, 337;Pq da Mooca;03124-020;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;14;11-5163-3614;;;0;R do Orfanato, 400;Vl Prudente;03131-010;Sao Paulo;SP;MKR
Arabia Fast Food Ltda;HABIBS VILA PRUDENTE;Varejo Alimenticio;Matriz;;11-6341-5566  r118;;11-6341-9395;0;R Ibitirama, 2095;Vl Prudente;03133-200;Sao Paulo;SP;MKR
Super Sacolao Ibitirama Ltda;REDE OBA DE HORTIFRUTIS;Varejo Alimenticio;Filial;Vila Prudente;11-6341-9822;;;0;R Ibitirama, 1269;Vl Prudente;03133-200;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda.;DIA BRASIL;Varejo Alimenticio;Filial;31;11-5345-5886;;;0;R Ibitirama, 1300A;Vl Prudente;03134-001;Sao Paulo;SP;MKR
Marcalo Supermercado Ltda;MARCALO SUPERMERCADO;Varejo Alimenticio;Matriz;;3605-5360;;;5;Av Sarah Veloso, 71;Jd Veloso;03150-000;Osasco;SP;MKR
Habibs Fast Food;HABIBS ANHAIA MELLO;Varejo Alimenticio;Filial;;6347-4416;;6345-5990;0;Av Prof Luis Ignacio de Anhaia Mello,  1376;Vl Prudente;03154-000;Sao Paulo;SP;MKR
Se Supermercados Ltda;SE - VILA PRUDENTE;Varejo Alimenticio;Filial;2444;11-274-6957;;;0;Av Luis Inacio de Anhaia Mello, 1501;Vl Prudente;03155-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;91;11-6608-4234;;;0;R da Mooca II, 3338;Mooca;03165-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;53;11-3604-8229;;;0;R da Mooca, 4444;Mooca;03165-002;Sao Paulo;SP;MKR
Supermercado Irmaos Shibana Ltda;SM IRMAOS SHIBANA;Varejo Alimenticio;Matriz;;11-6917-3131;;;0;R Catuaba, 750;Vl Alpina;03208-000;Sao Paulo;SP;MKR
D'avo Supermercados Ltda;D'AVO;Atacado Outros;Matriz;01;11-6108-6800;;;0;Rua do Oaratori,4500;Vila Industrial;03220-200;Sao Paulo;SP;MKR
Maxi Meat Alimentos Ltda;MAXI MEAT;Industria Alimentícia;Matriz;;11-6100-1000;;11-6101-0196;0;R Augusto Piacentine, 246;Jd Independencia;03223-190;Sao Paulo;SP;MKR
Aflex Automacao Flexivel Com Ind e Imp Ltda;AFLEX;Industria Outros;Matriz;;11-6101-1333;;11-6101-2666;0;R Silvio de Souza, 58;Jd Silveira;03273-000;Sao Paulo;SP;MKR
Industria e Comercio de Doces Santa Fe Ltda;IND COM DE DOCES SANTA FE;Industria Alimentícia;Matriz;;11-6211-8633;;;0;R Solidonio Leite, 1205;Vl Ema;03275-000;Sao Paulo;SP;MKR
DigitaþÒo de Adesivos Ltda ME;DIGI COLOR BRASIL;Industria Outros;Matriz;;11-6198-4846;;;0;Rua Padre Adelino ,1588;Tatuape;03303-000;SÒo Paulo;SP;MKR
Galvanoplastia Sapucaia Ltda;SAPUCAIA;Industria Outros;Matriz;;6605-6759;;6605-6759;0;R Pe Adelino, 1017;Belem;03303-000;Sao Paulo;SP;MKR
Sam's Club;SAM'S CLUB  BELEM;Atacado Outros;Filial;11;11 2168-6200;;;0;R ua Padre Adelino,685;Belem;03303-000;Sao Paulo;SP;MKR
Center Lider Materiais para Construcao;CENTER LIDER;Varejo Outros;Filial;Tatuape;11-6941-8800;;;0;R Santa Lucia, 97;Tatuape;03304-000;Sao Paulo;SP;MKR
Le Petit Filet Carnes Nobres Ltda Me;LE PETIT FILET;Varejo Alimenticio;Filial;;11-6782-8062;;11-6782-8068;0;R Serra do Japi, 1141;Tatuape;03309-001;Sao Paulo;SP;MKR
Sonda Supermercados Exp Imp Ltda;SONDA SUPERMERCADOS;Varejo Alimenticio;Filial;10;11-6195-3500;;11-6195-3506;24;R Apucarana, 1000;Tatuape;03311-001;Sao Paulo;SP;MKR
Comercial Kalimnos Ltda;ROM?;Varejo Outros;Matriz;;011  293-5400;;011;0;R Cantagalo, 76  Lj 65;Vl Gomes;03319000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;56;11-6241-1315;;;0;R Cantagalo, 1516;Tatuape;03319-001;Sao Paulo;SP;MKR
Super Sacolao Tatuape Ltda;REDE OBA DE HORTIFRUTIS;Varejo Alimenticio;Filial;TatuapÚ;11-6192-8111;;;0;R Azevedo Soares, 1585;Tatuape;03322-001;Sao Paulo;SP;MKR
Servico Social do Comercio;SESC BELENZINHO;Prestação Serviços Clubes;Filial;Belenzinho;6602-3700;;;0;Av Alvaro Ramos, 991;Quarta Parada;03331-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;45;11-6673-0188;;;0;Av Emilia Marengo, 205;Tatuape;03336-000;Sao Paulo;SP;MKR
Comercial Importadora Imperial Ltda;IMPERIAL;Industria Outros;Matriz;;11-6606-0011;;11-6606-0058;0;R Gregorio de Matos, 105;Agua Rasa;03344-020;Sao Paulo;SP;MKR
Alban Industria Com. Embalagens Ltda;ALBAN;Industria Outros;Matriz;;11-6965-2770;;11-6499-3895;0;Av Sapopemba, 1570;Vl Leme;03345-000;Sao Paulo;SP;MKR
Comercial Augusta Ltda;MINI MERCADO CHAMA;Varejo Alimenticio;Filial;Loja 9;11-4476-7978;;11-4476-7978;10;Av Sapopemba, 606;Jd das Maravilhas;03345-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;68;11-6121-0557;;;0;Av Sapopemba IV, 856;Agua Rasa;03345-000;Sao Paulo;SP;MKR
Sacolao Vl Formosa Ltda;SM VL FORMOSA;Atacado Alimentos;Matriz;01;11-6673-4401;;;0;Pþa Nossa Sra Das Vitorias ,129;Vila Formosa;03356-030;Sao Paulo;SP;MKR
Comercio de Carnes Municipal Ltda;CARNES MUNICIPAL;Varejo Alimenticio;Matriz;;6676-3828;;;0;Pca das Canarias, s/n Box 21/22;Vl Formosa;03359-120;Sao Paulo;SP;MKR
Laticinios Holanda Ltda;LATICINIOS HOLANDA;Varejo Alimenticio;Matriz;;6674-5891;;;0;Pca das Canarias, s/n Box 9/10;Vl Formosa;03359-120;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;09;11-6106-3212;;;0;Av Joao XXIII, 42/50;Vl Formosa;03361-000;Sao Paulo;SP;MKR
Gasttron Produtos Alimenticios Ltda;GASTTRON;Industria Alimentícia;Matriz;;11i6781-6811;;11i6671-8337;0;R Oswaldo Arouca, 126;Vl Formosa;03363-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;54;11-6218-1928;;;0;Av Sapopemba, 3921;Vl Diva;03374-000;Sao Paulo;SP;MKR
Supermercado Baratao de Alimentos Ltda;SM NAGUMO;Varejo Alimenticio;Filial;Vila Diva;11-6211-4224;;;14;Av Sapopemba, 4304;Vl Diva;03374-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda.;DIA BRASIL;Varejo Alimenticio;Filial;59;11-6211-3912;;;0;Av Sapopemba II, 6191;Jd Colorado II;03374-001;Sao Paulo;SP;MKR
Mercearia SÒo TomÚ Ltda;MERCEARIA S?O TOM?;Varejo Alimenticio;Matriz;;6941-0479;;;0;R Carlos Silva, 98;Tatuape;03405040;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;63;11-6188-0905;;;0;R Vale Formoso, 129;Vl Sto Estevao;03410-030;Sao Paulo;SP;MKR
Rotisserie Rondine Ltda ME;ROTISSERIE RONDINE;Varejo Alimenticio;Matriz;;6191-2166;;;0;R Atucuri, 136;Chac Sto Antonio;03411-000;Sao Paulo;SP;MKR
Sankym Distribuidora de Produtos Alimenticios Ltd;SANKYM DISTRIBUIDORA;Varejo Alimenticio;Matriz;;243 3617;;217 2600;0;R Atucuri, 515;Tatuape;03411-000;Sao Paulo;SP;MKR
Comercial Alimenticio Catavento Ltda;SM CATAVENTO;Varejo Alimenticio;Matriz;;11-6785-1492;;11-6785-1188;3;R Francisca de Paula, 880;Vl Carrao;03436-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;86;11-6784-0788;;;0;R Francisca de Paula, 880;Vl Carrao;03436-000;Sao Paulo;SP;MKR
Emmes Embalagens;EMMES;Varejo Outros;Matriz;;011-6191-7643;;011-6191-7643;0;Rua Coronel Marques, 323;Vila Carrao;03440-000;Sao Paulo;SP;MKR
EP Laham Atacadista;LAHAM ATACADISTA;Varejo Alimenticio;Matriz;;11-295-6064;;11-295-6064;0;R Manilha, 79;Vl Carrao;03445-050;Sao Paulo;SP;MKR
Fabrica de Doces Sao Valentin Ltda;SAO VALENTIN;Industria Alimentícia;Matriz;;11-296-1830;;11-6191-7201;0;Pca Aurelio Lombardi, 27;Vl Carrao;03445-060;Sao Paulo;SP;MKR
Sakura Nakaya Alimentos Ltda;SAKURA NAKAYA;Industria Alimentícia;Matriz;;11-6941-1177;;11-6941-0444;0;R Ordenacoes, 151;Vl Carrao;03446-030;Sao Paulo;SP;MKR
Supermercado Lider do Carrao Ltda;SM L?DER DO CARR?O;Varejo Alimenticio;Filial;Aricanduva;11-6783-1975;;;0;Av Rio das Pedras, 158/172;Jd Aricanduva;03452-000;Sao Paulo;SP;MKR
Comercial Augusta Ltda;MINI MERCADO CHAMA;Varejo Alimenticio;Filial;Loja 10;11-6724-5095;;11-6724-5095;9;Av Rio das Pedras, 1184;Jd Aricanduva;03452-100;Sao Paulo;SP;MKR
Comercio de Carnes Monte Sinai Ltda;CARNES MONTE SINAI;Varejo Alimenticio;Matriz;;11-6724-0402;;;0;R Francisco Jose Resende, 186;Jd Aricanduva;03456-000;Sao Paulo;SP;MKR
Apiario Polenectar Ltda;POLENECTAR;Varejo Alimenticio;Matriz;;11-6724-5288;;11-6726-6977;0;R Alto Belo, 550;Vl Antonieta;03478-040;Sao Paulo;SP;MKR
Supermercado Vila Nova York Ltda.;SM VILA NOVA YORK;Varejo Alimenticio;Matriz;;11-725-7574;;11-6721-5538;6;R dos Fonsecas, 47;Vl Nova York;03480-030;Sao Paulo;SP;MKR
Habibs Fast Food;HABIBS ARICANDUVA;Varejo Alimenticio;Filial;;11-3444-2298;;11-3444-2298;0;Av Aricanduva, 5555 Lj 200 Shopping Aricanduva;Jd Aricanduva;03527-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;69;11-6652-9769;;;0;R Waldemar Carlos Pereira, 1201;Vl Talarico;03533-003;Sao Paulo;SP;MKR
Supermercado Carolina Ltda;SUPERMERCADO CAROLINA;Varejo Alimenticio;Matriz;;6783-5877;;;10;Av Valdemar Carlos Pereira, 1971;Vl Talarico;03533-003;Sao Paulo;SP;MKR
Allborplass Prod Ind Ltda;ALLBORPLASS;Varejo Outros;Matriz;;11-6684-6144;;11-6684-6144;0;R Astorga, 639;Vl Guilhermina;03542-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;80;11-6742-5844;;;0;R Souza Bandeira, 541;Vl Matilde;03559-000;Sao Paulo;SP;MKR
Kawahara Supermercado Ltda;KAWAHARA SM;Varejo Alimenticio;Matriz;;11-6741-3899;;;8;R Dr Pereira Vergueiro, 586;Vl Nhocune;03563000;Sao Paulo;SP;MKR
Comercial Augusta Ltda;MINI MERCADO CHAMA;Varejo Alimenticio;Filial;Loja 7;11-6727-4275;;11-6725-4140;8;R Uxi, 43;Jd Sta Maria;03576-090;Sao Paulo;SP;MKR
Comercial Augusta Ltda;MINI MERCADO CHAMA;Varejo Alimenticio;Filial;Loja 8;11-6742-2950;;;10;Av Osvaldo Valle Cordeiro, 152;Jd Brasilia;03584-000;Sao Paulo;SP;MKR
D Avo Supermercados Ltda;D'AVO ITAQUERA;Varejo Alimenticio;Filial;Itaquera;11-6741-0499;;11-6742-5123;24;Av Waldemar Tietz, 538;Cohab I;03589-000;Sao Paulo;SP;MKR
Supervarejao Saude Ltda;SUPERVAREJAO SAUDE - PENHA;Varejo Alimenticio;Filial;6;6647-0231;;;0;Av Penha de Franca, 774;Penha;03606-000;Sao Paulo;SP;MKR
Center Forms Ind. e Com. Ltda;CENTER FORMS;Industria Outros;Matriz;;11-6958-1104;;11-6958-1104;0;R Carapajo, 92;Vl Vidal;03617-150;Sao Paulo;SP;MKR
Padaria e Conveniencias Ltda;ARMAZEM DOS PAES;Varejo Alimenticio;Matriz;;6957-4949;;6957-4949;0;Av Sao Miguel, 1685;Vl Marieta;03619-100;Sao Paulo;SP;MKR
Comercial Matrit Ltda;SM SEMAR;Varejo Alimenticio;Filial;07;11-6621-4179;;11-4748-6199;15;Av Sao Miguel, 2104;Vl Marieta;03620-001;Sao Paulo;SP;MKR
Capital Com de Refrig Ltda;CAPITAL REFRIG;Revenda Equipamentos;Matriz;;11-6190-9300;;;0;R Guaiauna, 380;;03631-000;Sao Paulo;SP;MKR
Refri Por Campos Sales Indl.Coml.Refrig. Ltda;REFRI POR;Revenda Equipamentos;Matriz;;11-6197-5018;;11-6197-6003;0;R Guaiauna, 143;Penha;03631-000;Sao Paulo;SP;MKR
Central de Carnes Porto Seg. Penha Ltda;ACOUGUE VERONA DA PENHA;Varejo Alimenticio;Matriz;;11-2293-5477;;;2;Av Penha de Franca, 314;Penha;03634-110;Sao Paulo;SP;MKR
Supermercados K-Tem Ltda;SM COBAL - LOJA 3;Varejo Alimenticio;Filial;Penha;11-6641-5870;;11-6641-6151;11;Av Amador Bueno da Veiga, 119;Penha;03635-000;Sao Paulo;SP;MKR
Showrrascaria o Portal Ltda;O PORTAL;Varejo Alimenticio;Matriz;;6682-6788;;;0;Av Amador Bueno da Veiga, 2455;Penha;03635-001;Sao Paulo;SP;MKR
Frigo Central Com de Carnes Ltda;FRIGO CENTRAL;Varejo Alimenticio;Matriz;;11-6091-5233;;;0;Av Amador Bueno da Veiga, 1504;Penha;03636-100;Sao Paulo;SP;MKR
Super Sacolao Penha Com. Prod. Hort. Granjeiros;REDE OBA DE HORTIFRUTIS;Varejo Alimenticio;Filial;Penha;11-6957-0786;;;0;Av Amador Bueno da Veiga, 2689;Penha;03653-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;43;11-6692-3355;;;0;Av Itingucu, 1446;Penha;03658-000;Sao Paulo;SP;MKR
Frajola Comercio de Produtos Alimenticios Ltda;FRAJOLA;Varejo Alimenticio;Matriz;;6957-1783;;6957-1783;0;R Itingucu, 417;Vl Re;03658-000;Sao Paulo;SP;MKR
Mercearia Vertentes Ltda ME;MERCEARIA VERTENTES;Varejo Alimenticio;Matriz;;6280-3733;;;0;R Joao Jose de Queiroz, 706;Burgo Paulista;03679000;Sao Paulo;SP;MKR
Habibs Fast Food;HABIBS ARTUR ALVIM (DELIVERY);Varejo Alimenticio;Filial;;6280-5633;;6280-5633;0;Av Esperantina, 1171 Shopping Artur Alvim;Cid A E Carvalho;03692-900;Sao Paulo;SP;MKR
Supermercado Rossi Monza Ltda;SM ROSSI MONZA;Varejo Alimenticio;Filial;;11-6141-2058;;11-6141-2058;29;Av Aguia de Haia, 2636;Cid A E Carvalho;03694-000;Sao Paulo;SP;MKR
Center Carnes Bom Gosto Ltda ME;CENTER CARNES BOM GOSTO;Varejo Alimenticio;Matriz;;11-6641-8798;;;0;Av Gabriela Mistral, 160 Box 4;Penha;03701-000;Sao Paulo;SP;MKR
Beraca Sabara;GRUPO SABARA;Industria Outros;Matriz;;11-6643-5019;;11-6643-5115;0;R Souza Melo, 73;Penha;03707-000;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;10;11-6646-4766;;11-6646-4766;3;Av Cangaiba, 1701;Cangaiba;03711-000;Sao Paulo;SP;MKR
Supervarejao Saude Ltda;SUPERVAREJAO SAUDE - CANGAIBA;Varejo Alimenticio;Filial;8;11-6641-5877;;;0;Av Cangaiba, 1825;Cangaiba;03711-000;Sao Paulo;SP;MKR
Comercio de Carnes Bolivar Ltda;BOLIVAR;Varejo Alimenticio;Matriz;;11-6958-3784;;;0;R Miguel Garcia, 14;Cangaiba;03720-170;Sao Paulo;SP;MKR
Center Carnes Goulart Ltda;CARNES GOULART;Varejo Alimenticio;Matriz;;11-6621-1771;;;0;R dos Horticultores, 95;Engenheiro Goulart;03726-040;Sao Paulo;SP;MKR
Fabrica de Conservas Engenheiro Goulart;FABRICA DE CONSERVAS;Industria Alimentícia;Matriz;;11-6621-0375;;;0;R Antonio Roberto de Almeida, 290;Engenheiro Goulart;03726-110;Sao Paulo;SP;MKR
Sidnei Bailer ME;STR AUTOMATIZACAO & REFRIGERACAO;Varejo Outros;Matriz;;11-6641-2100;;11-6642-4655;0;R Oxford, 293;Penha;03731-120;Sao Paulo;SP;MKR
Bom Vizinho Comercial Ltda;BOM VIZINHO;Varejo Alimenticio;Matriz;;11-6943-2199;;11-6943-2199;0;R Mariano Loria, 1;Vl Silvia;03819-120;Sao Paulo;SP;MKR
Mini Mercado Bom Pomar Ltda;SM PAULISTANO;Varejo Alimenticio;Matriz;;11-6943-5651;;;7;R Olho D agua do Borges;Vl Silvia;03820-000;Sao Paulo;SP;MKR
Owens Illinois do Brasil;CISPER;Industria Outros;Matriz;;116542- 8000/8215;;11-6542-8091;0;Av Olavo Egidio de Souza Aranha, 5000;Vl Cisper;03822-000;Sao Paulo;SP;MKR
Supermercado Santa Luzia Ltda;SM SANTA LUZIA;Varejo Alimenticio;Matriz;;11-6280-5428;;;0;R Pe Joao de Castro e Costa, 5;Ponte Rasa;03892-020;Sao Paulo;SP;MKR
Center Carnes Penta Campeao;CARNES PENTA CAMPE?O;Varejo Alimenticio;Matriz;;6862-2986;;;0;Av da Barreira Grande, 2411;Jd Sta Catarina;03916-000;Sao Paulo;SP;MKR
Supermercado Agari Ltda;SM AGARI;Varejo Alimenticio;Matriz;;11-6726-1673;;;0;Estr Barreira Grande, 2345;Barreira Grande;03916-000;S B do Campo;SP;MKR
Sacolao Sao Jorge;SM SAO JORGE;Atacado Outros;Filial;Sapopemba;44752498;;;0;Rua Prog Villa Nova Artigas, 1900;Jd  Sapopemba;03928-240;Sao Paulo;SP;MKR
Mercadinho Tamaki Ltda ME;MERCADINHO TAMAKI;Varejo Alimenticio;Matriz;;11-6722-0463;;11-6722-0463;1;R Corrego do Bom Jesus, 567;Jd IV Centenario;03933-030;Sao Paulo;SP;MKR
Cia Brasileira de Distribuicao;BARATEIRO-CATAS ALTAS;Varejo Alimenticio;Filial;1804;11-6727-0653;;;0;Pca Catas Altas, 198;Jd Paraguacu;03938-140;Sao Paulo;SP;MKR
Perfumaria Yoi Yoi Ltda;YOI YOI;Varejo Outros;Matriz;;6727-0394;;;0;Pca Caltas Altas, 17;Jd Imperador;03938-140;Sao Paulo;SP;MKR
Celis & Celis Ltda;CELIS E CELIS;Varejo Alimenticio;Matriz;;11-6919-5188;;11-6919-5188;0;Av Mateo Bei, 2099;Sao Mateus;03949-012;Sao Paulo;SP;MKR
Comercial Oswaldo Cruz Ltda;SM JOANIN;Varejo Alimenticio;Filial;02;11-6115-7866;;11-6115-7866;0;Av Mateo Bei, 2478;Sao Mateus;03949-200;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;78;11-6704-7604;;;0;R Serra do Navio, 358;Pq Sta Madalena;03981-060;Sao Paulo;SP;MKR
Supermercado Baratao de Alimentos Ltda;SM NAGUMO;Varejo Alimenticio;Filial;Madalena;11-6703-5547;;;18;Av Manuel Pimentel, 300A;Pq Sta Madalena;03983-020;Sao Paulo;SP;MKR
Dia Brasil Sociedade Ltda;DIA BRASIL;Varejo Alimenticio;Filial;01;11-6103-6440;;;0;Av Sapopemba I, 8491;Sapopemba;03988-010;Sao Paulo;SP;MKR
Hokko do Brasil Ind. Quim. Agropec. Ltda;HOKKO;Industria Outros;Matriz;;11-3054-5000;;11-3057-0525;0;R Jundiai, 50 9 and;Paraiso;04001-904;Sao Paulo;SP;MKR
Drogaria Alcino Braga Ltda;DROGARIA ALCINO BRAGA;Varejo Outros;Matriz;;3884 4287;;;0;R Dr Rafael de Barros, 659;Paraiso;04003-043;Sao Paulo;SP;MKR
Servico Social do Comercio;SESC VILA MARIANA;Prestação Serviços Clubes;Filial;Vila Mariana;5080-3000;;;0;R Pelotas, 141;Vl Mariana;04012-000;Sao Paulo;SP;MKR
Cia Brasileira de Distribuicao;PAO DE ACUCAR - PARAISO;Varejo Alimenticio;Filial;0114;11-3889-8525;;11-3889-8542;6;R Cubatao, 150;Paraiso;04013-000;Sao Paulo;SP;MKR
Laboratorio Climax S/A;LABORATORIO CLIMAX;Industria Outros;Matriz;;5572-6855;;5571-5905;0;R Joaquim Tavora, 822;Vl Mariana;04015-011;Sao Paulo;SP;MKR
C & C Casa & Construcao Ltda;C & C;Varejo Outros;Filial;Ibirapuera;11-5561-2335;;;0;Av Ibirapuera, 3103 Piso Ibira SUC 47;Moema;04029-902;Sao Paulo;SP;MKR
Sintonia Super Lanches Ltda;HABIBS DOMINGOS DE MORAIS;Varejo Alimenticio;Matriz;;5574-0721;;5574-0721;0;R Domingos de Moraes, 2400;Vl Clementino;04036-000;Sao Paulo;SP;MKR
Churrascaria Prazeres da Carne;PRAZERES DA CARNE;Varejo Alimenticio;Matriz;;11-5572-0018;;;0;R Pedro de Toledo, 1361;Vl Clementino;04039-033;Sao Paulo;SP;MKR
Wal Mart Brasil Ltda;SUPERCENTER - INDIANOPLIS;Atacado Outros;Filial;14;11 2122 -3700;;;0;Av. Jabaguara,2979;Mirandopolis;04045-004;Sao Paulo;SP;MKR
